"genre","year","month","count"
"Children & Family Movies","1974","2","7"
"Children & Family Movies","1974","3","9"
"Children & Family Movies","1974","4","11"
"Children & Family Movies","1974","5","11"
"Children & Family Movies","1974","6","7"
"Children & Family Movies","1974","7","8"
"Children & Family Movies","1974","8","7"
"Children & Family Movies","1974","9","11"
"Children & Family Movies","1974","10","6"
"Children & Family Movies","1974","11","16"
"Children & Family Movies","1974","12","8"
"Children & Family Movies","1975","1","10"
"Children & Family Movies","1975","2","12"
"Children & Family Movies","1975","3","10"
"Children & Family Movies","1975","4","9"
"Children & Family Movies","1975","5","10"
"Children & Family Movies","1975","6","6"
"Children & Family Movies","1975","7","8"
"Children & Family Movies","1975","8","4"
"Children & Family Movies","1975","9","12"
"Children & Family Movies","1975","10","12"
"Children & Family Movies","1975","11","12"
"Children & Family Movies","1975","12","13"
"Children & Family Movies","1976","1","15"
"Children & Family Movies","1976","2","13"
"Children & Family Movies","1976","3","19"
"Children & Family Movies","1976","4","15"
"Children & Family Movies","1976","5","17"
"Children & Family Movies","1976","6","20"
"Children & Family Movies","1976","7","15"
"Children & Family Movies","1976","8","25"
"Children & Family Movies","1976","9","11"
"Children & Family Movies","1976","10","18"
"Children & Family Movies","1976","11","13"
"Children & Family Movies","1976","12","22"
"Children & Family Movies","1977","1","20"
"Children & Family Movies","1977","2","17"
"Children & Family Movies","1977","3","25"
"Children & Family Movies","1977","4","18"
"Children & Family Movies","1977","5","16"
"Children & Family Movies","1977","6","22"
"Children & Family Movies","1977","7","11"
"Children & Family Movies","1977","8","17"
"Children & Family Movies","1977","9","28"
"Children & Family Movies","1977","10","16"
"Children & Family Movies","1977","11","19"
"Children & Family Movies","1977","12","21"
"Children & Family Movies","1978","1","17"
"Children & Family Movies","1978","2","23"
"Children & Family Movies","1978","3","18"
"Children & Family Movies","1978","4","21"
"Children & Family Movies","1978","5","14"
"Children & Family Movies","1978","6","18"
"Children & Family Movies","1978","7","23"
"Children & Family Movies","1978","8","14"
"Children & Family Movies","1978","9","16"
"Children & Family Movies","1978","10","12"
"Children & Family Movies","1978","11","20"
"Children & Family Movies","1978","12","18"
"Children & Family Movies","1979","1","16"
"Children & Family Movies","1979","2","18"
"Children & Family Movies","1979","3","29"
"Children & Family Movies","1979","4","17"
"Children & Family Movies","1979","5","13"
"Children & Family Movies","1979","6","19"
"Children & Family Movies","1979","7","22"
"Children & Family Movies","1979","8","22"
"Children & Family Movies","1979","9","30"
"Children & Family Movies","1979","10","14"
"Children & Family Movies","1979","11","21"
"Children & Family Movies","1979","12","25"
"Children & Family Movies","1980","1","21"
"Children & Family Movies","1980","2","20"
"Children & Family Movies","1980","3","25"
"Children & Family Movies","1980","4","22"
"Children & Family Movies","1980","5","16"
"Children & Family Movies","1980","6","31"
"Children & Family Movies","1980","7","19"
"Children & Family Movies","1980","8","29"
"Children & Family Movies","1980","9","18"
"Children & Family Movies","1980","10","30"
"Children & Family Movies","1980","11","20"
"Children & Family Movies","1980","12","35"
"Children & Family Movies","1981","1","30"
"Children & Family Movies","1981","2","26"
"Children & Family Movies","1981","3","25"
"Children & Family Movies","1981","4","26"
"Children & Family Movies","1981","5","30"
"Children & Family Movies","1981","6","26"
"Children & Family Movies","1981","7","19"
"Children & Family Movies","1981","8","36"
"Children & Family Movies","1981","9","28"
"Children & Family Movies","1981","10","34"
"Children & Family Movies","1981","11","24"
"Children & Family Movies","1981","12","20"
"Children & Family Movies","1982","1","38"
"Children & Family Movies","1982","2","33"
"Children & Family Movies","1982","3","24"
"Children & Family Movies","1982","4","33"
"Children & Family Movies","1982","5","22"
"Children & Family Movies","1982","6","31"
"Children & Family Movies","1982","7","33"
"Children & Family Movies","1982","8","33"
"Children & Family Movies","1982","9","29"
"Children & Family Movies","1982","10","44"
"Children & Family Movies","1982","11","28"
"Children & Family Movies","1982","12","27"
"Children & Family Movies","1983","1","27"
"Children & Family Movies","1983","2","30"
"Children & Family Movies","1983","3","35"
"Children & Family Movies","1983","4","32"
"Children & Family Movies","1983","5","25"
"Children & Family Movies","1983","6","27"
"Children & Family Movies","1983","7","37"
"Children & Family Movies","1983","8","27"
"Children & Family Movies","1983","9","33"
"Children & Family Movies","1983","10","25"
"Children & Family Movies","1983","11","25"
"Children & Family Movies","1983","12","32"
"Children & Family Movies","1984","1","37"
"Children & Family Movies","1984","2","38"
"Children & Family Movies","1984","3","31"
"Children & Family Movies","1984","4","39"
"Children & Family Movies","1984","5","32"
"Children & Family Movies","1984","6","34"
"Children & Family Movies","1984","7","35"
"Children & Family Movies","1984","8","42"
"Children & Family Movies","1984","9","43"
"Children & Family Movies","1984","10","41"
"Children & Family Movies","1984","11","32"
"Children & Family Movies","1984","12","39"
"Children & Family Movies","1985","1","37"
"Children & Family Movies","1985","2","40"
"Children & Family Movies","1985","3","33"
"Children & Family Movies","1985","4","41"
"Children & Family Movies","1985","5","44"
"Children & Family Movies","1985","6","38"
"Children & Family Movies","1985","7","31"
"Children & Family Movies","1985","8","42"
"Children & Family Movies","1985","9","38"
"Children & Family Movies","1985","10","38"
"Children & Family Movies","1985","11","39"
"Children & Family Movies","1985","12","38"
"Children & Family Movies","1986","1","38"
"Children & Family Movies","1986","2","36"
"Children & Family Movies","1986","3","40"
"Children & Family Movies","1986","4","34"
"Children & Family Movies","1986","5","29"
"Children & Family Movies","1986","6","39"
"Children & Family Movies","1986","7","39"
"Children & Family Movies","1986","8","45"
"Children & Family Movies","1986","9","31"
"Children & Family Movies","1986","10","40"
"Children & Family Movies","1986","11","40"
"Children & Family Movies","1986","12","45"
"Children & Family Movies","1987","1","35"
"Children & Family Movies","1987","2","25"
"Children & Family Movies","1987","3","33"
"Children & Family Movies","1987","4","48"
"Children & Family Movies","1987","5","44"
"Children & Family Movies","1987","6","28"
"Children & Family Movies","1987","7","40"
"Children & Family Movies","1987","8","61"
"Children & Family Movies","1987","9","50"
"Children & Family Movies","1987","10","44"
"Children & Family Movies","1987","11","41"
"Children & Family Movies","1987","12","54"
"Children & Family Movies","1988","1","51"
"Children & Family Movies","1988","2","26"
"Children & Family Movies","1988","3","44"
"Children & Family Movies","1988","4","50"
"Children & Family Movies","1988","5","45"
"Children & Family Movies","1988","6","30"
"Children & Family Movies","1988","7","50"
"Children & Family Movies","1988","8","59"
"Children & Family Movies","1988","9","35"
"Children & Family Movies","1988","10","46"
"Children & Family Movies","1988","11","43"
"Children & Family Movies","1988","12","40"
"Children & Family Movies","1989","1","40"
"Children & Family Movies","1989","2","36"
"Children & Family Movies","1989","3","67"
"Children & Family Movies","1989","4","51"
"Children & Family Movies","1989","5","40"
"Children & Family Movies","1989","6","40"
"Children & Family Movies","1989","7","50"
"Children & Family Movies","1989","8","47"
"Children & Family Movies","1989","9","60"
"Children & Family Movies","1989","10","52"
"Children & Family Movies","1989","11","46"
"Children & Family Movies","1989","12","48"
"Children & Family Movies","1990","1","65"
"Children & Family Movies","1990","2","43"
"Children & Family Movies","1990","3","62"
"Children & Family Movies","1990","4","49"
"Children & Family Movies","1990","5","49"
"Children & Family Movies","1990","6","45"
"Children & Family Movies","1990","7","38"
"Children & Family Movies","1990","8","54"
"Children & Family Movies","1990","9","55"
"Children & Family Movies","1990","10","47"
"Children & Family Movies","1990","11","40"
"Children & Family Movies","1990","12","50"
"Children & Family Movies","1991","1","47"
"Children & Family Movies","1991","2","60"
"Children & Family Movies","1991","3","63"
"Children & Family Movies","1991","4","46"
"Children & Family Movies","1991","5","72"
"Children & Family Movies","1991","6","53"
"Children & Family Movies","1991","7","52"
"Children & Family Movies","1991","8","50"
"Children & Family Movies","1991","9","45"
"Children & Family Movies","1991","10","57"
"Children & Family Movies","1991","11","52"
"Children & Family Movies","1991","12","71"
"Children & Family Movies","1992","1","68"
"Children & Family Movies","1992","2","58"
"Children & Family Movies","1992","3","62"
"Children & Family Movies","1992","4","49"
"Children & Family Movies","1992","5","52"
"Children & Family Movies","1992","6","57"
"Children & Family Movies","1992","7","68"
"Children & Family Movies","1992","8","48"
"Children & Family Movies","1992","9","61"
"Children & Family Movies","1992","10","64"
"Children & Family Movies","1992","11","51"
"Children & Family Movies","1992","12","63"
"Children & Family Movies","1993","1","64"
"Children & Family Movies","1993","2","63"
"Children & Family Movies","1993","3","74"
"Children & Family Movies","1993","4","60"
"Children & Family Movies","1993","5","53"
"Children & Family Movies","1993","6","51"
"Children & Family Movies","1993","7","65"
"Children & Family Movies","1993","8","57"
"Children & Family Movies","1993","9","49"
"Children & Family Movies","1993","10","73"
"Children & Family Movies","1993","11","69"
"Children & Family Movies","1993","12","57"
"Children & Family Movies","1994","1","64"
"Children & Family Movies","1994","2","61"
"Children & Family Movies","1994","3","64"
"Children & Family Movies","1994","4","67"
"Children & Family Movies","1994","5","64"
"Children & Family Movies","1994","6","71"
"Children & Family Movies","1994","7","47"
"Children & Family Movies","1994","8","77"
"Children & Family Movies","1994","9","67"
"Children & Family Movies","1994","10","63"
"Children & Family Movies","1994","11","62"
"Children & Family Movies","1994","12","70"
"Children & Family Movies","1995","1","70"
"Children & Family Movies","1995","2","66"
"Children & Family Movies","1995","3","61"
"Children & Family Movies","1995","4","64"
"Children & Family Movies","1995","5","80"
"Children & Family Movies","1995","6","60"
"Children & Family Movies","1995","7","65"
"Children & Family Movies","1995","8","71"
"Children & Family Movies","1995","9","57"
"Children & Family Movies","1995","10","74"
"Children & Family Movies","1995","11","68"
"Children & Family Movies","1995","12","77"
"Children & Family Movies","1996","1","83"
"Children & Family Movies","1996","2","74"
"Children & Family Movies","1996","3","80"
"Children & Family Movies","1996","4","70"
"Children & Family Movies","1996","5","74"
"Children & Family Movies","1996","6","85"
"Children & Family Movies","1996","7","83"
"Children & Family Movies","1996","8","73"
"Children & Family Movies","1996","9","84"
"Children & Family Movies","1996","10","60"
"Children & Family Movies","1996","11","73"
"Children & Family Movies","1996","12","70"
"Children & Family Movies","1997","1","77"
"Children & Family Movies","1997","2","64"
"Children & Family Movies","1997","3","81"
"Children & Family Movies","1997","4","75"
"Children & Family Movies","1997","5","75"
"Children & Family Movies","1997","6","58"
"Children & Family Movies","1997","7","86"
"Children & Family Movies","1997","8","84"
"Children & Family Movies","1997","9","78"
"Children & Family Movies","1997","10","76"
"Children & Family Movies","1997","11","76"
"Children & Family Movies","1997","12","84"
"Children & Family Movies","1998","1","81"
"Children & Family Movies","1998","2","64"
"Children & Family Movies","1998","3","86"
"Children & Family Movies","1998","4","65"
"Children & Family Movies","1998","5","89"
"Children & Family Movies","1998","6","70"
"Children & Family Movies","1998","7","88"
"Children & Family Movies","1998","8","86"
"Children & Family Movies","1998","9","72"
"Children & Family Movies","1998","10","76"
"Children & Family Movies","1998","11","70"
"Children & Family Movies","1998","12","96"
"Children & Family Movies","1999","1","96"
"Children & Family Movies","1999","2","77"
"Children & Family Movies","1999","3","95"
"Children & Family Movies","1999","4","68"
"Children & Family Movies","1999","5","87"
"Children & Family Movies","1999","6","93"
"Children & Family Movies","1999","7","89"
"Children & Family Movies","1999","8","109"
"Children & Family Movies","1999","9","91"
"Children & Family Movies","1999","10","98"
"Children & Family Movies","1999","11","84"
"Children & Family Movies","1999","12","86"
"Children & Family Movies","2000","1","92"
"Children & Family Movies","2000","2","93"
"Children & Family Movies","2000","3","76"
"Children & Family Movies","2000","4","87"
"Children & Family Movies","2000","5","75"
"Children & Family Movies","2000","6","79"
"Children & Family Movies","2000","7","75"
"Children & Family Movies","2000","8","108"
"Children & Family Movies","2000","9","91"
"Children & Family Movies","2000","10","102"
"Children & Family Movies","2000","11","101"
"Children & Family Movies","2000","12","101"
"Children & Family Movies","2001","1","112"
"Children & Family Movies","2001","2","96"
"Children & Family Movies","2001","3","83"
"Children & Family Movies","2001","4","99"
"Children & Family Movies","2001","5","85"
"Children & Family Movies","2001","6","82"
"Children & Family Movies","2001","7","77"
"Children & Family Movies","2001","8","81"
"Children & Family Movies","2001","9","99"
"Children & Family Movies","2001","10","89"
"Children & Family Movies","2001","11","79"
"Children & Family Movies","2001","12","92"
"Children & Family Movies","2002","1","104"
"Children & Family Movies","2002","2","85"
"Children & Family Movies","2002","3","108"
"Children & Family Movies","2002","4","111"
"Children & Family Movies","2002","5","97"
"Children & Family Movies","2002","6","106"
"Children & Family Movies","2002","7","106"
"Children & Family Movies","2002","8","104"
"Children & Family Movies","2002","9","90"
"Children & Family Movies","2002","10","100"
"Children & Family Movies","2002","11","111"
"Children & Family Movies","2002","12","108"
"Children & Family Movies","2003","1","102"
"Children & Family Movies","2003","2","123"
"Children & Family Movies","2003","3","116"
"Children & Family Movies","2003","4","99"
"Children & Family Movies","2003","5","106"
"Children & Family Movies","2003","6","97"
"Children & Family Movies","2003","7","108"
"Children & Family Movies","2003","8","92"
"Children & Family Movies","2003","9","86"
"Children & Family Movies","2003","10","99"
"Children & Family Movies","2003","11","92"
"Children & Family Movies","2003","12","101"
"Children & Family Movies","2004","1","122"
"Children & Family Movies","2004","2","91"
"Children & Family Movies","2004","3","115"
"Children & Family Movies","2004","4","98"
"Children & Family Movies","2004","5","113"
"Children & Family Movies","2004","6","111"
"Children & Family Movies","2004","7","140"
"Children & Family Movies","2004","8","97"
"Children & Family Movies","2004","9","115"
"Children & Family Movies","2004","10","88"
"Children & Family Movies","2004","11","102"
"Children & Family Movies","2004","12","98"
"Children & Family Movies","2005","1","109"
"Children & Family Movies","2005","2","103"
"Children & Family Movies","2005","3","121"
"Children & Family Movies","2005","4","109"
"Children & Family Movies","2005","5","132"
"Children & Family Movies","2005","6","105"
"Children & Family Movies","2005","7","126"
"Children & Family Movies","2005","8","115"
"Children & Family Movies","2005","9","129"
"Children & Family Movies","2005","10","117"
"Children & Family Movies","2005","11","144"
"Children & Family Movies","2005","12","136"
"Children & Family Movies","2006","1","112"
"Children & Family Movies","2006","2","113"
"Children & Family Movies","2006","3","128"
"Children & Family Movies","2006","4","140"
"Children & Family Movies","2006","5","120"
"Children & Family Movies","2006","6","123"
"Children & Family Movies","2006","7","137"
"Children & Family Movies","2006","8","120"
"Children & Family Movies","2006","9","129"
"Children & Family Movies","2006","10","103"
"Children & Family Movies","2006","11","112"
"Children & Family Movies","2006","12","128"
"Children & Family Movies","2007","1","142"
"Children & Family Movies","2007","2","104"
"Children & Family Movies","2007","3","113"
"Children & Family Movies","2007","4","104"
"Children & Family Movies","2007","5","123"
"Children & Family Movies","2007","6","126"
"Children & Family Movies","2007","7","109"
"Children & Family Movies","2007","8","125"
"Children & Family Movies","2007","9","141"
"Children & Family Movies","2007","10","112"
"Children & Family Movies","2007","11","127"
"Children & Family Movies","2007","12","135"
"Children & Family Movies","2008","1","122"
"Children & Family Movies","2008","2","109"
"Children & Family Movies","2008","3","130"
"Children & Family Movies","2008","4","118"
"Children & Family Movies","2008","5","133"
"Children & Family Movies","2008","6","131"
"Children & Family Movies","2008","7","126"
"Children & Family Movies","2008","8","139"
"Children & Family Movies","2008","9","128"
"Children & Family Movies","2008","10","127"
"Children & Family Movies","2008","11","147"
"Children & Family Movies","2008","12","152"
"Children & Family Movies","2009","1","145"
"Children & Family Movies","2009","2","110"
"Children & Family Movies","2009","3","149"
"Children & Family Movies","2009","4","148"
"Children & Family Movies","2009","5","145"
"Children & Family Movies","2009","6","130"
"Children & Family Movies","2009","7","117"
"Children & Family Movies","2009","8","154"
"Children & Family Movies","2009","9","125"
"Children & Family Movies","2009","10","137"
"Children & Family Movies","2009","11","144"
"Children & Family Movies","2009","12","152"
"Children & Family Movies","2010","1","145"
"Children & Family Movies","2010","2","129"
"Children & Family Movies","2010","3","144"
"Children & Family Movies","2010","4","128"
"Children & Family Movies","2010","5","164"
"Children & Family Movies","2010","6","151"
"Children & Family Movies","2010","7","159"
"Children & Family Movies","2010","8","157"
"Children & Family Movies","2010","9","143"
"Children & Family Movies","2010","10","141"
"Children & Family Movies","2010","11","151"
"Children & Family Movies","2010","12","152"
"Children & Family Movies","2011","1","153"
"Children & Family Movies","2011","2","116"
"Children & Family Movies","2011","3","164"
"Children & Family Movies","2011","4","137"
"Children & Family Movies","2011","5","130"
"Children & Family Movies","2011","6","170"
"Children & Family Movies","2011","7","143"
"Children & Family Movies","2011","8","165"
"Children & Family Movies","2011","9","156"
"Children & Family Movies","2011","10","155"
"Children & Family Movies","2011","11","165"
"Children & Family Movies","2011","12","145"
"Children & Family Movies","2012","1","191"
"Children & Family Movies","2012","2","139"
"Children & Family Movies","2012","3","175"
"Children & Family Movies","2012","4","170"
"Children & Family Movies","2012","5","176"
"Children & Family Movies","2012","6","150"
"Children & Family Movies","2012","7","157"
"Children & Family Movies","2012","8","155"
"Children & Family Movies","2012","9","164"
"Children & Family Movies","2012","10","187"
"Children & Family Movies","2012","11","165"
"Children & Family Movies","2012","12","152"
"Children & Family Movies","2013","1","151"
"Children & Family Movies","2013","2","144"
"Children & Family Movies","2013","3","168"
"Children & Family Movies","2013","4","154"
"Children & Family Movies","2013","5","176"
"Children & Family Movies","2013","6","159"
"Children & Family Movies","2013","7","158"
"Children & Family Movies","2013","8","187"
"Children & Family Movies","2013","9","158"
"Children & Family Movies","2013","10","188"
"Children & Family Movies","2013","11","164"
"Children & Family Movies","2013","12","172"
"Children & Family Movies","2014","1","214"
"Children & Family Movies","2014","2","150"
"Children & Family Movies","2014","3","171"
"Children & Family Movies","2014","4","189"
"Children & Family Movies","2014","5","164"
"Children & Family Movies","2014","6","171"
"Children & Family Movies","2014","7","201"
"Children & Family Movies","2014","8","199"
"Children & Family Movies","2014","9","189"
"Children & Family Movies","2014","10","188"
"Children & Family Movies","2014","11","149"
"Children & Family Movies","2014","12","175"
"Children & Family Movies","2015","1","188"
"Children & Family Movies","2015","2","171"
"Children & Family Movies","2015","3","169"
"Children & Family Movies","2015","4","199"
"Children & Family Movies","2015","5","196"
"Children & Family Movies","2015","6","200"
"Children & Family Movies","2015","7","195"
"Children & Family Movies","2015","8","191"
"Children & Family Movies","2015","9","186"
"Children & Family Movies","2015","10","204"
"Children & Family Movies","2015","11","215"
"Children & Family Movies","2015","12","206"
"Children & Family Movies","2016","1","176"
"Children & Family Movies","2016","2","183"
"Children & Family Movies","2016","3","197"
"Children & Family Movies","2016","4","215"
"Children & Family Movies","2016","5","195"
"Children & Family Movies","2016","6","187"
"Children & Family Movies","2016","7","222"
"Children & Family Movies","2016","8","210"
"Children & Family Movies","2016","9","190"
"Children & Family Movies","2016","10","201"
"Children & Family Movies","2016","11","197"
"Children & Family Movies","2016","12","216"
"Children & Family Movies","2017","1","228"
"Children & Family Movies","2017","2","197"
"Children & Family Movies","2017","3","240"
"Children & Family Movies","2017","4","218"
"Children & Family Movies","2017","5","210"
"Children & Family Movies","2017","6","204"
"Children & Family Movies","2017","7","225"
"Children & Family Movies","2017","8","218"
"Children & Family Movies","2017","9","199"
"Children & Family Movies","2017","10","237"
"Children & Family Movies","2017","11","206"
"Children & Family Movies","2017","12","221"
"Children & Family Movies","2018","1","235"
"Children & Family Movies","2018","2","214"
"Children & Family Movies","2018","3","239"
"Children & Family Movies","2018","4","233"
"Children & Family Movies","2018","5","240"
"Children & Family Movies","2018","6","227"
"Children & Family Movies","2018","7","237"
"Children & Family Movies","2018","8","218"
"Children & Family Movies","2018","9","255"
"Children & Family Movies","2018","10","276"
"Children & Family Movies","2018","11","255"
"Children & Family Movies","2018","12","266"
"Children & Family Movies","2019","1","221"
"Children & Family Movies","2019","2","225"
"Children & Family Movies","2019","3","253"
"Children & Family Movies","2019","4","249"
"Children & Family Movies","2019","5","264"
"Children & Family Movies","2019","6","245"
"Children & Family Movies","2019","7","235"
"Children & Family Movies","2019","8","271"
"Children & Family Movies","2019","9","270"
"Children & Family Movies","2019","10","281"
"Children & Family Movies","2019","11","265"
"Children & Family Movies","2019","12","265"
"Children & Family Movies","2020","1","258"
"Children & Family Movies","2020","2","236"
"Children & Family Movies","2020","3","254"
"Children & Family Movies","2020","4","260"
"Children & Family Movies","2020","5","272"
"Children & Family Movies","2020","6","277"
"Children & Family Movies","2020","7","275"
"Children & Family Movies","2020","8","269"
"Children & Family Movies","2020","9","262"
"Children & Family Movies","2020","10","331"
"Children & Family Movies","2020","11","282"
"Children & Family Movies","2020","12","295"
"Children & Family Movies","2021","1","282"
"Children & Family Movies","2021","2","262"
"Children & Family Movies","2021","3","291"
"Children & Family Movies","2021","4","316"
"Children & Family Movies","2021","5","311"
"Children & Family Movies","2021","6","290"
"Children & Family Movies","2021","7","285"
"Children & Family Movies","2021","8","311"
"Children & Family Movies","2021","9","291"
"Children & Family Movies","2021","10","303"
"Children & Family Movies","2021","11","339"
"Children & Family Movies","2021","12","302"
"Children & Family Movies","2022","1","320"
"Children & Family Movies","2022","2","294"
"Children & Family Movies","2022","3","310"
"Children & Family Movies","2022","4","339"
"Children & Family Movies","2022","5","328"
"Children & Family Movies","2022","6","299"
"Children & Family Movies","2022","7","344"
"Children & Family Movies","2022","8","332"
"Children & Family Movies","2022","9","356"
"Children & Family Movies","2022","10","333"
"Children & Family Movies","2022","11","311"
"Children & Family Movies","2022","12","366"
"Children & Family Movies","2023","1","348"
"Children & Family Movies","2023","2","309"
"Children & Family Movies","2023","3","357"
"Children & Family Movies","2023","4","373"
"Children & Family Movies","2023","5","391"
"Children & Family Movies","2023","6","376"
"Children & Family Movies","2023","7","397"
"Children & Family Movies","2023","8","375"
"Children & Family Movies","2023","9","424"
"Children & Family Movies","2023","10","389"
"Children & Family Movies","2023","11","394"
"Children & Family Movies","2023","12","439"
"Children & Family Movies","2024","1","429"
"Children & Family Movies","2024","2","443"
"Children & Family Movies","2024","3","469"
"Children & Family Movies","2024","4","448"
"Children & Family Movies","2024","5","443"
"Children & Family Movies","2024","6","454"
"Children & Family Movies","2024","7","504"
"Children & Family Movies","2024","8","492"
"Children & Family Movies","2024","9","523"
"Children & Family Movies","2024","10","593"
"Children & Family Movies","2024","11","567"
"Children & Family Movies","2024","12","622"
"Children & Family Movies","2025","1","683"
"Children & Family Movies","2025","2","710"
"Classic & Cult TV","1970","2","0"
"Classic & Cult TV","1970","3","0"
"Classic & Cult TV","1970","4","0"
"Classic & Cult TV","1970","5","0"
"Classic & Cult TV","1970","6","0"
"Classic & Cult TV","1970","7","0"
"Classic & Cult TV","1970","8","0"
"Classic & Cult TV","1970","9","0"
"Classic & Cult TV","1970","10","0"
"Classic & Cult TV","1970","11","0"
"Classic & Cult TV","1970","12","0"
"Classic & Cult TV","1971","1","0"
"Classic & Cult TV","1971","2","1"
"Classic & Cult TV","1971","3","0"
"Classic & Cult TV","1971","4","1"
"Classic & Cult TV","1971","5","0"
"Classic & Cult TV","1971","6","0"
"Classic & Cult TV","1971","7","0"
"Classic & Cult TV","1971","8","0"
"Classic & Cult TV","1971","9","0"
"Classic & Cult TV","1971","10","0"
"Classic & Cult TV","1971","11","0"
"Classic & Cult TV","1971","12","1"
"Classic & Cult TV","1972","1","0"
"Classic & Cult TV","1972","2","0"
"Classic & Cult TV","1972","3","1"
"Classic & Cult TV","1972","4","0"
"Classic & Cult TV","1972","5","0"
"Classic & Cult TV","1972","6","0"
"Classic & Cult TV","1972","7","0"
"Classic & Cult TV","1972","8","0"
"Classic & Cult TV","1972","9","0"
"Classic & Cult TV","1972","10","1"
"Classic & Cult TV","1972","11","2"
"Classic & Cult TV","1972","12","0"
"Classic & Cult TV","1973","1","0"
"Classic & Cult TV","1973","2","0"
"Classic & Cult TV","1973","3","0"
"Classic & Cult TV","1973","4","1"
"Classic & Cult TV","1973","5","0"
"Classic & Cult TV","1973","6","0"
"Classic & Cult TV","1973","7","1"
"Classic & Cult TV","1973","8","0"
"Classic & Cult TV","1973","9","0"
"Classic & Cult TV","1973","10","0"
"Classic & Cult TV","1973","11","0"
"Classic & Cult TV","1973","12","0"
"Classic & Cult TV","1974","1","0"
"Classic & Cult TV","1974","2","0"
"Classic & Cult TV","1974","3","2"
"Classic & Cult TV","1974","4","0"
"Classic & Cult TV","1974","5","1"
"Classic & Cult TV","1974","6","1"
"Classic & Cult TV","1974","7","1"
"Classic & Cult TV","1974","8","0"
"Classic & Cult TV","1974","9","0"
"Classic & Cult TV","1974","10","0"
"Classic & Cult TV","1974","11","0"
"Classic & Cult TV","1974","12","2"
"Classic & Cult TV","1975","1","0"
"Classic & Cult TV","1975","2","1"
"Classic & Cult TV","1975","3","0"
"Classic & Cult TV","1975","4","0"
"Classic & Cult TV","1975","5","0"
"Classic & Cult TV","1975","6","2"
"Classic & Cult TV","1975","7","0"
"Classic & Cult TV","1975","8","0"
"Classic & Cult TV","1975","9","0"
"Classic & Cult TV","1975","10","0"
"Classic & Cult TV","1975","11","0"
"Classic & Cult TV","1975","12","0"
"Classic & Cult TV","1976","1","2"
"Classic & Cult TV","1976","2","1"
"Classic & Cult TV","1976","3","0"
"Classic & Cult TV","1976","4","0"
"Classic & Cult TV","1976","5","0"
"Classic & Cult TV","1976","6","1"
"Classic & Cult TV","1976","7","0"
"Classic & Cult TV","1976","8","1"
"Classic & Cult TV","1976","9","0"
"Classic & Cult TV","1976","10","1"
"Classic & Cult TV","1976","11","1"
"Classic & Cult TV","1976","12","1"
"Classic & Cult TV","1977","1","1"
"Classic & Cult TV","1977","2","1"
"Classic & Cult TV","1977","3","0"
"Classic & Cult TV","1977","4","1"
"Classic & Cult TV","1977","5","1"
"Classic & Cult TV","1977","6","2"
"Classic & Cult TV","1977","7","1"
"Classic & Cult TV","1977","8","0"
"Classic & Cult TV","1977","9","1"
"Classic & Cult TV","1977","10","0"
"Classic & Cult TV","1977","11","0"
"Classic & Cult TV","1977","12","1"
"Classic & Cult TV","1978","1","1"
"Classic & Cult TV","1978","2","0"
"Classic & Cult TV","1978","3","0"
"Classic & Cult TV","1978","4","0"
"Classic & Cult TV","1978","5","2"
"Classic & Cult TV","1978","6","0"
"Classic & Cult TV","1978","7","0"
"Classic & Cult TV","1978","8","0"
"Classic & Cult TV","1978","9","2"
"Classic & Cult TV","1978","10","1"
"Classic & Cult TV","1978","11","1"
"Classic & Cult TV","1978","12","0"
"Classic & Cult TV","1979","1","2"
"Classic & Cult TV","1979","2","0"
"Classic & Cult TV","1979","3","0"
"Classic & Cult TV","1979","4","3"
"Classic & Cult TV","1979","5","1"
"Classic & Cult TV","1979","6","0"
"Classic & Cult TV","1979","7","0"
"Classic & Cult TV","1979","8","2"
"Classic & Cult TV","1979","9","0"
"Classic & Cult TV","1979","10","0"
"Classic & Cult TV","1979","11","1"
"Classic & Cult TV","1979","12","4"
"Classic & Cult TV","1980","1","2"
"Classic & Cult TV","1980","2","0"
"Classic & Cult TV","1980","3","0"
"Classic & Cult TV","1980","4","0"
"Classic & Cult TV","1980","5","0"
"Classic & Cult TV","1980","6","2"
"Classic & Cult TV","1980","7","0"
"Classic & Cult TV","1980","8","3"
"Classic & Cult TV","1980","9","0"
"Classic & Cult TV","1980","10","0"
"Classic & Cult TV","1980","11","1"
"Classic & Cult TV","1980","12","1"
"Classic & Cult TV","1981","1","1"
"Classic & Cult TV","1981","2","0"
"Classic & Cult TV","1981","3","1"
"Classic & Cult TV","1981","4","3"
"Classic & Cult TV","1981","5","1"
"Classic & Cult TV","1981","6","0"
"Classic & Cult TV","1981","7","2"
"Classic & Cult TV","1981","8","1"
"Classic & Cult TV","1981","9","2"
"Classic & Cult TV","1981","10","1"
"Classic & Cult TV","1981","11","1"
"Classic & Cult TV","1981","12","5"
"Classic & Cult TV","1982","1","0"
"Classic & Cult TV","1982","2","3"
"Classic & Cult TV","1982","3","3"
"Classic & Cult TV","1982","4","0"
"Classic & Cult TV","1982","5","0"
"Classic & Cult TV","1982","6","1"
"Classic & Cult TV","1982","7","0"
"Classic & Cult TV","1982","8","1"
"Classic & Cult TV","1982","9","1"
"Classic & Cult TV","1982","10","2"
"Classic & Cult TV","1982","11","0"
"Classic & Cult TV","1982","12","1"
